"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,-1,1.2,1,0.2,0,-1.052,0.501,-0.052,-0.499,0.003,0.249
-1,-1,1.2,1,0.2,1,-0.841,0.645,0.159,-0.355,0.025,0.126
-1,-1,1.2,1,0.4,0,-1.274,0.452,-0.274,-0.548,0.075,0.3
-1,-1,1.2,1,0.4,1,-1.125,0.627,-0.125,-0.373,0.016,0.139
-1,-1,1.2,1,0.6,0,-1.503,0.457,-0.503,-0.543,0.253,0.295
-1,-1,1.2,1,0.6,1,-1.37,0.532,-0.37,-0.468,0.137,0.219
-1,-1,1.2,1,0.8,0,-1.543,0.406,-0.543,-0.594,0.295,0.353
-1,-1,1.2,1,0.8,1,-1.385,0.44,-0.385,-0.56,0.148,0.314
-1,-1,1.2,1,1,0,-1.629,0.419,-0.629,-0.581,0.396,0.337
-1,-1,1.2,1,1,1,-1.61,0.433,-0.61,-0.567,0.372,0.321
-1,-1,1.2,1.2,0,0,-1.406,0.611,-0.406,-0.389,0.165,0.151
-1,-1,1.2,1.2,0,1,-0.034,0.592,0.966,-0.408,0.932,0.166
-1,-1,1.2,1.2,0.2,0,-1.451,0.587,-0.451,-0.413,0.203,0.171
-1,-1,1.2,1.2,0.2,1,-1.284,0.634,-0.284,-0.366,0.081,0.134
-1,-1,1.2,1.2,0.4,0,-1.679,0.581,-0.679,-0.419,0.461,0.175
-1,-1,1.2,1.2,0.4,1,-0.079,0.8,0.921,-0.2,0.847,0.04
-1,-1,1.2,1.2,0.6,0,-1.603,0.534,-0.603,-0.466,0.363,0.217
-1,-1,1.2,1.2,0.6,1,-1.81,0.543,-0.81,-0.457,0.657,0.209
-1,-1,1.2,1.2,0.8,0,-1.773,0.502,-0.773,-0.498,0.598,0.248
-1,-1,1.2,1.2,0.8,1,-1.675,0.49,-0.675,-0.51,0.455,0.26
-1,-1,1.2,1.2,1,0,-1.871,0.518,-0.871,-0.482,0.759,0.232
-1,-1,1.2,1.2,1,1,-1.687,0.486,-0.687,-0.514,0.472,0.264
-1,-1,1.2,1.4,0,0,-1.075,0.655,-0.075,-0.345,0.006,0.119
-1,-1,1.2,1.4,0,1,0.446,0.535,1.446,-0.465,2.092,0.216
-1,-1,1.2,1.4,0.2,0,-2.035,0.593,-1.035,-0.407,1.071,0.166
-1,-1,1.2,1.4,0.2,1,-1.435,0.623,-0.435,-0.377,0.189,0.142
-1,-1,1.2,1.4,0.4,0,-1.456,0.559,-0.456,-0.441,0.208,0.195
-1,-1,1.2,1.4,0.4,1,-1.521,0.614,-0.521,-0.386,0.272,0.149
-1,-1,1.2,1.4,0.6,0,-1.783,0.557,-0.783,-0.443,0.614,0.196
-1,-1,1.2,1.4,0.6,1,-1.65,0.549,-0.65,-0.451,0.423,0.203
-1,-1,1.2,1.4,0.8,0,-1.974,0.543,-0.974,-0.457,0.95,0.209
-1,-1,1.2,1.4,0.8,1,-1.8,0.553,-0.8,-0.447,0.64,0.2
-1,-1,1.2,1.4,1,0,-2.053,0.555,-1.053,-0.445,1.109,0.198
-1,-1,1.2,1.4,1,1,-2.414,0.606,-1.414,-0.394,1.999,0.155
-1,-1,1.2,1.6,0,0,-1.172,0.628,-0.172,-0.372,0.03,0.138
-1,-1,1.2,1.6,0,1,-0.469,0.702,0.531,-0.298,0.282,0.089
-1,-1,1.2,1.6,0.2,0,-1.375,0.609,-0.375,-0.391,0.141,0.153
